"1067","AA","description","Reducing Australia's Greenhouse Gas Emissions"
"1067","AA","code and description","1067 - Reducing Australia's Greenhouse Gas Emissions"
"1067","AS","CBMS Level Program","Y"
"1067.01.01","AA","DAFF Original","2:01-01"
"1067.01.01","AA","description","Independent Scientific Committee on Wind Turbines"
"1067.01.01","AA","code and description","1067.01.01 - Independent Scientific Committee on Wind Turbines"
"1067.01.02","AA","DAFF Original","2:01-02"
"1067.01.02","AA","description","Solar Programs"
"1067.01.02","AA","code and description","1067.01.02 - Solar Programs"
"1067.01.03","AA","DAFF Original","2:01-03"
"1067.01.03","AA","description","2:01-03 - Balance Sheet"
"1067.01.03","AA","code and description","1067.01.03 - 2:01-03 - Balance Sheet"
"1067.01.04","AA","DAFF Original","2:01-04"
"1067.01.04","AA","description","Hydrogen Strategy and Implementation (now in 1069)"
"1067.01.04","AA","code and description","1067.01.04 - Hydrogen Strategy and Implementation"
"1067.01.05","AA","DAFF Original","2:01-05"
"1067.01.05","AA","description","Biofuels - Monitoring, Compliance and Enforcement for Fuel Quality"
"1067.01.05","AA","code and description","1067.01.05 - Biofuels - Monitoring, Compliance and Enforcement for Fuel Quality"
"1067.01.06","AA","DAFF Original","2:01-06"
"1067.01.06","AA","description","Activating Regional Hydrogen Export Hubs"
"1067.01.06","AA","code and description","1067.01.06 - Activating Regional Hydrogen Export Hubs"
"1067.01.07","AA","DAFF Original","2:01-09"
"1067.01.07","AA","description","Soil Carbon and Livestock Methane"
"1067.01.07","AA","code and description","1067.01.07 - Soil Carbon and Livestock Methane"
"1067.01.08","AA","DAFF Original","2:01-12"
"1067.01.08","AA","description","Carbon Capture, Use and Storage Development Fund"
"1067.01.08","AA","code and description","1067.01.08 - Carbon Capture, Use and Storage Development Fund"
"1067.01.09","AA","DAFF Original","2:01-13"
"1067.01.09","AA","description","Emissions Reduction Communications"
"1067.01.09","AA","code and description","1067.01.09 - Emissions Reduction Communications"
"1067.01.10","AA","DAFF Original","2:01-14"
"1067.01.10","AA","description","National Soil Carbon Innovation Challenge"
"1067.01.10","AA","code and description","1067.01.10 - National Soil Carbon Innovation Challenge"
"1067.01.11","AA","DAFF Original","2:01-15"
"1067.01.11","AA","description","Program 2.1 - GST"
"1067.01.11","AA","code and description","1067.01.11 - Program 2.1 - GST"
"1067.01.12","AA","DAFF Original","2:01-16"
"1067.01.12","AA","description","Strategic International Partnerships"
"1067.01.12","AA","code and description","1067.01.12 - Strategic International Partnerships"
"1067.01.13","AA","DAFF Original","2:01-17"
"1067.01.13","AA","description","Australia Pacific Partnership for Energy Transition"
"1067.01.13","AA","code and description","1067.01.13 - Australia Pacific Partnership for Energy Transition"
"1067.01.14","AA","DAFF Original","2:01-18"
"1067.01.14","AA","description","Regional Clean Hydrogen Hubs Investment"
"1067.01.14","AA","code and description","1067.01.14 - Regional Clean Hydrogen Hubs Investment"
"1067.01.15","AA","DAFF Original","2:01-19"
"1067.01.15","AA","description","Carbon Capture, Use and Storage Hubs and Technologies Investment"
"1067.01.15","AA","code and description","1067.01.15 - Carbon Capture, Use and Storage Hubs and Technologies Investment"
"1067.01.16","AA","DAFF Original","2:01-20"
"1067.01.16","AA","description","Reducing Methane Emissions Through Innovative Technologies"
"1067.01.16","AA","code and description","1067.01.16 - Reducing Methane Emissions Through Innovative Technologies"
"1067.01.17","AA","DAFF Original","2:01-21"
"1067.01.17","AA","description","Fugitive Methane Technology Fund"
"1067.01.17","AA","code and description","1067.01.17 - Fugitive Methane Technology Fund"
"1067.01.18","AA","DAFF Original","2:01-22"
"1067.01.18","AA","description","Methane Emissions Reduction in Livestock Program - Stages 2 and 3"
"1067.01.18","AA","code and description","1067.01.18 - Methane Emissions Reduction in Livestock Program - Stages 2 and 3"
"1067.01.19","AA","DAFF Original","2:01-23"
"1067.01.19","AA","description","Offshore Electricity Infrastructure Framework"
"1067.01.19","AA","code and description","1067.01.19 - Offshore Electricity Infrastructure Framework"
"1067.01.20","AA","DAFF Original","2:01-24"
"1067.01.20","AA","description","Growing Clean Hydrogen Industrial Hubs"
"1067.01.20","AA","code and description","1067.01.20 - Growing Clean Hydrogen Industrial Hubs"
"1067.01.21","AA","DAFF Original","2:01-25"
"1067.01.21","AA","description","Patent Box for Low Emissions Technology"
"1067.01.21","AA","code and description","1067.01.21 - Patent Box for Low Emissions Technology"
"1067.01.22","AA","DAFF Original","2:01-26"
"1067.01.22","AA","description","Zero Emissions Allam-Fetvedt Cycle for the National Electricity Market"
"1067.01.22","AA","code and description","1067.01.22 - Zero Emissions Allam-Fetvedt Cycle for the National Electricity Market"
"1067.01.23","AA","DAFF Original","2:01-27"
"1067.01.23","AA","description","Increasing Soil Carbon on a Nationally-Significant Scale"
"1067.01.23","AA","code and description","1067.01.23 - Increasing Soil Carbon on a Nationally-Significant Scale"
"1067.01.24","AA","DAFF Original","2:01-28"
"1067.01.24","AA","description","Shaping Australia to Capture the Global Hydrogen Opportunity (now in 1069)"
"1067.01.24","AA","code and description","1067.01.24 - Shaping Australia to Capture the Global Hydrogen Opportunity"
"1067.01.25","AA","DAFF Original","2:01-29"
"1067.01.25","AA","description","International Climate Change Engagement"
"1067.01.25","AA","code and description","1067.01.25 - International Climate Change Engagement"
"1067.01.26","AA","DAFF Original","2:01-30"
"1067.01.26","AA","description","ACE EV Group Advanced Manufacturing Facility and Vehicle to the Grid Trial"
"1067.01.26","AA","code and description","1067.01.26 - ACE EV Group Advanced Manufacturing Facility and Vehicle to the Grid Trial"
"1067.01.27","AA","DAFF Original","2:01-31"
"1067.01.27","AA","description","Townsville Hydrogen Hub (now in 1069)"
"1067.01.27","AA","code and description","1067.01.27 - Townsville Hydrogen Hub"
"1067.01.28","AA","DAFF Original","2:01-32"
"1067.01.28","AA","description","Australia's International Climate Step-Up"
"1067.01.28","AA","code and description","1067.01.28 - Australia's International Climate Step-Up"
"1067.01.29","AA","DAFF Original","2:01-33"
"1067.01.29","AA","description","Driving the Nation Fund - National EV Charging Network"
"1067.01.29","AA","code and description","1067.01.29 - Driving the Nation Fund - National EV Charging Network"
"1067.01.30","AA","DAFF Original","2:01-34"
"1067.01.30","AA","description","Local Industry Grants"
"1067.01.30","AA","code and description","1067.01.30 - Local Industry Grants"
"1067.01.31","AA","DAFF Original","2:01-35"
"1067.01.31","AA","description","Carbon Farming Outreach Program"
"1067.01.31","AA","code and description","1067.01.31 - Carbon Farming Outreach Program"
"1067.01.32","AA","DAFF Original","2:01-36"
"1067.01.32","AA","description","Establishing the Powering the Regions Fund"
"1067.01.32","AA","code and description","1067.01.32 - Establishing the Powering the Regions Fund"
"1067.01.33","AA","DAFF Original","2:01-37"
"1067.01.33","AA","description","Carbon Capture Technologies"
"1067.01.33","AA","code and description","1067.01.33 - Carbon Capture Technologies"
"1067.01.34","AA","description","Exploring Options to Prevent Carbon Leakage"
"1067.01.34","AA","code and description","1067.01.34 - Exploring Options to Prevent Carbon Leakage"
"1067.01.35","AA","description","Powering the Regions Fund - Critical Inputs to Clean Energy Industries"
"1067.01.35","AA","code and description","1067.01.35 - Powering the Regions Fund - Critical Inputs to Clean Energy Industries"
"1067.01.36","AA","description","Powering the Regions Fund - Safeguard Transformation Stream"
